id	scatter_idx	chrom	start	end	scatter_length
NC_048570.1	scat_0048	NC_048570.1	55900626	57090000	1189375
NC_048570.1	scat_0049	NC_048570.1	57090001	58279375	1189375
NC_048570.1	scat_0050	NC_048570.1	58279376	59468750	1189375
NC_048570.1	scat_0051	NC_048570.1	59468751	60658125	1189375
NC_048570.1	scat_0052	NC_048570.1	60658126	61847500	1189375
NC_048570.1	scat_0053	NC_048570.1	61847501	63036875	1189375
NC_048570.1	scat_0054	NC_048570.1	63036876	64226250	1189375
NC_048570.1	scat_0055	NC_048570.1	64226251	65415625	1189375
NC_048570.1	scat_0056	NC_048570.1	65415626	66605000	1189375
NC_048570.1	scat_0057	NC_048570.1	66605001	67794375	1189375
NC_048570.1	scat_0058	NC_048570.1	67794376	68983750	1189375
NC_048570.1	scat_0059	NC_048570.1	68983751	70173125	1189375
NC_048570.1	scat_0060	NC_048570.1	70173126	71362500	1189375
NC_048570.1	scat_0061	NC_048570.1	71362501	72551875	1189375
NC_048570.1	scat_0062	NC_048570.1	72551876	73741250	1189375
NC_048570.1	scat_0063	NC_048570.1	73741251	74930625	1189375
NC_048570.1	scat_0064	NC_048570.1	74930626	76120000	1189375
NC_048570.1	scat_0065	NC_048570.1	76120001	77309375	1189375
NC_048570.1	scat_0066	NC_048570.1	77309376	78498750	1189375
NC_048570.1	scat_0067	NC_048570.1	78498751	79688125	1189375
NC_048570.1	scat_0068	NC_048570.1	79688126	80877500	1189375
NC_048570.1	scat_0069	NC_048570.1	80877501	82066875	1189375
NC_048570.1	scat_0070	NC_048570.1	82066876	83256250	1189375
NC_048570.1	scat_0071	NC_048570.1	83256251	84445625	1189375
NC_048570.1	scat_0072	NC_048570.1	84445626	85635000	1189375
NC_048570.1	scat_0073	NC_048570.1	85635001	86824375	1189375
NC_048570.1	scat_0074	NC_048570.1	86824376	88013750	1189375
NC_048570.1	scat_0075	NC_048570.1	88013751	89203125	1189375
NC_048570.1	scat_0076	NC_048570.1	89203126	90392500	1189375
NC_048570.1	scat_0077	NC_048570.1	90392501	91581875	1189375
NC_048570.1	scat_0078	NC_048570.1	91581876	92771250	1189375
NC_048570.1	scat_0079	NC_048570.1	92771251	93960625	1189375
NC_048570.1	scat_0080	NC_048570.1	93960626	95150000	1189375
NC_048570.1	scat_0081	NC_048570.1	95150001	96339375	1189375
NC_048570.1	scat_0082	NC_048570.1	96339376	97528750	1189375
NC_048570.1	scat_0083	NC_048570.1	97528751	98718125	1189375
NC_048570.1	scat_0084	NC_048570.1	98718126	99907500	1189375
NC_048570.1	scat_0085	NC_048570.1	99907501	101096859	1189359
NC_048571.1	scat_0001	NC_048571.1	1	1196294	1196294
NC_048571.1	scat_0002	NC_048571.1	1196295	2392588	1196294
NC_048571.1	scat_0003	NC_048571.1	2392589	3588882	1196294
NC_048571.1	scat_0004	NC_048571.1	3588883	4785176	1196294
NC_048571.1	scat_0005	NC_048571.1	4785177	5981470	1196294
NC_048571.1	scat_0006	NC_048571.1	5981471	7177764	1196294
NC_048571.1	scat_0007	NC_048571.1	7177765	8374058	1196294
NC_048571.1	scat_0008	NC_048571.1	8374059	9570352	1196294
NC_048571.1	scat_0009	NC_048571.1	9570353	10766646	1196294
NC_048571.1	scat_0010	NC_048571.1	10766647	11962940	1196294
NC_048571.1	scat_0011	NC_048571.1	11962941	13159234	1196294
NC_048571.1	scat_0012	NC_048571.1	13159235	14355528	1196294
NC_048571.1	scat_0013	NC_048571.1	14355529	15551822	1196294
NC_048571.1	scat_0014	NC_048571.1	15551823	16748116	1196294
NC_048571.1	scat_0015	NC_048571.1	16748117	17944410	1196294
NC_048571.1	scat_0016	NC_048571.1	17944411	19140704	1196294
NC_048571.1	scat_0017	NC_048571.1	19140705	20336998	1196294
NC_048571.1	scat_0018	NC_048571.1	20336999	21533292	1196294
NC_048571.1	scat_0019	NC_048571.1	21533293	22729586	1196294
NC_048571.1	scat_0020	NC_048571.1	22729587	23925880	1196294
NC_048571.1	scat_0021	NC_048571.1	23925881	25122174	1196294
NC_048571.1	scat_0022	NC_048571.1	25122175	26318468	1196294
NC_048571.1	scat_0023	NC_048571.1	26318469	27514762	1196294
NC_048571.1	scat_0024	NC_048571.1	27514763	28711056	1196294
NC_048571.1	scat_0025	NC_048571.1	28711057	29907350	1196294
NC_048571.1	scat_0026	NC_048571.1	29907351	31103644	1196294
NC_048571.1	scat_0027	NC_048571.1	31103645	32299938	1196294
NC_048571.1	scat_0028	NC_048571.1	32299939	33496232	1196294
NC_048571.1	scat_0029	NC_048571.1	33496233	34692526	1196294
NC_048571.1	scat_0030	NC_048571.1	34692527	35888820	1196294
NC_048571.1	scat_0031	NC_048571.1	35888821	37085114	1196294
NC_048571.1	scat_0032	NC_048571.1	37085115	38281408	1196294
NC_048571.1	scat_0033	NC_048571.1	38281409	39477702	1196294
NC_048571.1	scat_0034	NC_048571.1	39477703	40673996	1196294
NC_048571.1	scat_0035	NC_048571.1	40673997	41870290	1196294
NC_048571.1	scat_0036	NC_048571.1	41870291	43066584	1196294
NC_048571.1	scat_0037	NC_048571.1	43066585	44262878	1196294
NC_048571.1	scat_0038	NC_048571.1	44262879	45459172	1196294
NC_048571.1	scat_0039	NC_048571.1	45459173	46655466	1196294
NC_048571.1	scat_0040	NC_048571.1	46655467	47851760	1196294
NC_048571.1	scat_0041	NC_048571.1	47851761	49048054	1196294
NC_048571.1	scat_0042	NC_048571.1	49048055	50244348	1196294
NC_048571.1	scat_0043	NC_048571.1	50244349	51440642	1196294
NC_048571.1	scat_0044	NC_048571.1	51440643	52636936	1196294
NC_048571.1	scat_0045	NC_048571.1	52636937	53833230	1196294
NC_048571.1	scat_0046	NC_048571.1	53833231	55029524	1196294
NC_048571.1	scat_0047	NC_048571.1	55029525	56225818	1196294
NC_048571.1	scat_0048	NC_048571.1	56225819	57422112	1196294
NC_048571.1	scat_0049	NC_048571.1	57422113	58618406	1196294
NC_048571.1	scat_0050	NC_048571.1	58618407	59814700	1196294
NC_048571.1	scat_0051	NC_048571.1	59814701	61010994	1196294
NC_048571.1	scat_0052	NC_048571.1	61010995	62207288	1196294
NC_048571.1	scat_0053	NC_048571.1	62207289	63403582	1196294
NC_048571.1	scat_0054	NC_048571.1	63403583	64599876	1196294
NC_048571.1	scat_0055	NC_048571.1	64599877	65796170	1196294
NC_048571.1	scat_0056	NC_048571.1	65796171	66992464	1196294
NC_048571.1	scat_0057	NC_048571.1	66992465	68188758	1196294
NC_048571.1	scat_0058	NC_048571.1	68188759	69385052	1196294
NC_048571.1	scat_0059	NC_048571.1	69385053	70581346	1196294
NC_048571.1	scat_0060	NC_048571.1	70581347	71777640	1196294
NC_048571.1	scat_0061	NC_048571.1	71777641	72973934	1196294
NC_048571.1	scat_0062	NC_048571.1	72973935	74170228	1196294
NC_048571.1	scat_0063	NC_048571.1	74170229	75366522	1196294
NC_048571.1	scat_0064	NC_048571.1	75366523	76562816	1196294
NC_048571.1	scat_0065	NC_048571.1	76562817	77759110	1196294
NC_048571.1	scat_0066	NC_048571.1	77759111	78955404	1196294
NC_048571.1	scat_0067	NC_048571.1	78955405	80151698	1196294
NC_048571.1	scat_0068	NC_048571.1	80151699	81347992	1196294
NC_048571.1	scat_0069	NC_048571.1	81347993	82544286	1196294
NC_048571.1	scat_0070	NC_048571.1	82544287	83740580	1196294
NC_048571.1	scat_0071	NC_048571.1	83740581	84936874	1196294
NC_048571.1	scat_0072	NC_048571.1	84936875	86133168	1196294
NC_048571.1	scat_0073	NC_048571.1	86133169	87329462	1196294
NC_048571.1	scat_0074	NC_048571.1	87329463	88525756	1196294
NC_048571.1	scat_0075	NC_048571.1	88525757	89722050	1196294
NC_048571.1	scat_0076	NC_048571.1	89722051	90918291	1196241
NC_048572.1	scat_0001	NC_048572.1	1	1189904	1189904
NC_048572.1	scat_0002	NC_048572.1	1189905	2379808	1189904
NC_048572.1	scat_0003	NC_048572.1	2379809	3569712	1189904
NC_048572.1	scat_0004	NC_048572.1	3569713	4759616	1189904
NC_048572.1	scat_0005	NC_048572.1	4759617	5949520	1189904
NC_048572.1	scat_0006	NC_048572.1	5949521	7139424	1189904
NC_048572.1	scat_0007	NC_048572.1	7139425	8329328	1189904
NC_048572.1	scat_0008	NC_048572.1	8329329	9519232	1189904
NC_048572.1	scat_0009	NC_048572.1	9519233	10709136	1189904
NC_048572.1	scat_0010	NC_048572.1	10709137	11899040	1189904
NC_048572.1	scat_0011	NC_048572.1	11899041	13088944	1189904
NC_048572.1	scat_0012	NC_048572.1	13088945	14278848	1189904
NC_048572.1	scat_0013	NC_048572.1	14278849	15468752	1189904
NC_048572.1	scat_0014	NC_048572.1	15468753	16658656	1189904
NC_048572.1	scat_0015	NC_048572.1	16658657	17848560	1189904
NC_048572.1	scat_0016	NC_048572.1	17848561	19038464	1189904
NC_048572.1	scat_0017	NC_048572.1	19038465	20228368	1189904
NC_048572.1	scat_0018	NC_048572.1	20228369	21418272	1189904
NC_048572.1	scat_0019	NC_048572.1	21418273	22608176	1189904
NC_048572.1	scat_0020	NC_048572.1	22608177	23798080	1189904
NC_048572.1	scat_0021	NC_048572.1	23798081	24987984	1189904
NC_048572.1	scat_0022	NC_048572.1	24987985	26177888	1189904
NC_048572.1	scat_0023	NC_048572.1	26177889	27367792	1189904
NC_048572.1	scat_0024	NC_048572.1	27367793	28557696	1189904
NC_048572.1	scat_0025	NC_048572.1	28557697	29747600	1189904
NC_048572.1	scat_0026	NC_048572.1	29747601	30937504	1189904
NC_048572.1	scat_0027	NC_048572.1	30937505	32127408	1189904
NC_048572.1	scat_0028	NC_048572.1	32127409	33317312	1189904
NC_048572.1	scat_0029	NC_048572.1	33317313	34507216	1189904
NC_048572.1	scat_0030	NC_048572.1	34507217	35697120	1189904
NC_048572.1	scat_0031	NC_048572.1	35697121	36887024	1189904
NC_048572.1	scat_0032	NC_048572.1	36887025	38076928	1189904
NC_048572.1	scat_0033	NC_048572.1	38076929	39266832	1189904
NC_048572.1	scat_0034	NC_048572.1	39266833	40456736	1189904
NC_048572.1	scat_0035	NC_048572.1	40456737	41646640	1189904
NC_048572.1	scat_0036	NC_048572.1	41646641	42836544	1189904
NC_048572.1	scat_0037	NC_048572.1	42836545	44026448	1189904
NC_048572.1	scat_0038	NC_048572.1	44026449	45216352	1189904
NC_048572.1	scat_0039	NC_048572.1	45216353	46406256	1189904
NC_048572.1	scat_0040	NC_048572.1	46406257	47596160	1189904
NC_048572.1	scat_0041	NC_048572.1	47596161	48786064	1189904
NC_048572.1	scat_0042	NC_048572.1	48786065	49975968	1189904
NC_048572.1	scat_0043	NC_048572.1	49975969	51165872	1189904
NC_048572.1	scat_0044	NC_048572.1	51165873	52355776	1189904
NC_048572.1	scat_0045	NC_048572.1	52355777	53545680	1189904
NC_048572.1	scat_0046	NC_048572.1	53545681	54735584	1189904
NC_048572.1	scat_0047	NC_048572.1	54735585	55925488	1189904
NC_048572.1	scat_0048	NC_048572.1	55925489	57115392	1189904
NC_048572.1	scat_0049	NC_048572.1	57115393	58305296	1189904
NC_048572.1	scat_0050	NC_048572.1	58305297	59495200	1189904
NC_048572.1	scat_0051	NC_048572.1	59495201	60685104	1189904
NC_048572.1	scat_0052	NC_048572.1	60685105	61875008	1189904
NC_048572.1	scat_0053	NC_048572.1	61875009	63064912	1189904
NC_048572.1	scat_0054	NC_048572.1	63064913	64254816	1189904
NC_048572.1	scat_0055	NC_048572.1	64254817	65444720	1189904
NC_048572.1	scat_0056	NC_048572.1	65444721	66634624	1189904
NC_048572.1	scat_0057	NC_048572.1	66634625	67824528	1189904
NC_048572.1	scat_0058	NC_048572.1	67824529	69014432	1189904
NC_048572.1	scat_0059	NC_048572.1	69014433	70204336	1189904
NC_048572.1	scat_0060	NC_048572.1	70204337	71394240	1189904
NC_048572.1	scat_0061	NC_048572.1	71394241	72584144	1189904
NC_048572.1	scat_0062	NC_048572.1	72584145	73774048	1189904
NC_048572.1	scat_0063	NC_048572.1	73774049	74963952	1189904
NC_048572.1	scat_0064	NC_048572.1	74963953	76153856	1189904
NC_048572.1	scat_0065	NC_048572.1	76153857	77343760	1189904
NC_048572.1	scat_0066	NC_048572.1	77343761	78533664	1189904
NC_048572.1	scat_0067	NC_048572.1	78533665	79723568	1189904
NC_048572.1	scat_0068	NC_048572.1	79723569	80913472	1189904
NC_048572.1	scat_0069	NC_048572.1	80913473	82103376	1189904
NC_048572.1	scat_0070	NC_048572.1	82103377	83293280	1189904
NC_048572.1	scat_0071	NC_048572.1	83293281	84483184	1189904
NC_048572.1	scat_0072	NC_048572.1	84483185	85673088	1189904
NC_048572.1	scat_0073	NC_048572.1	85673089	86862992	1189904
NC_048572.1	scat_0074	NC_048572.1	86862993	88052896	1189904
NC_048572.1	scat_0075	NC_048572.1	88052897	89242800	1189904
NC_048572.1	scat_0076	NC_048572.1	89242801	90432704	1189904
NC_048572.1	scat_0077	NC_048572.1	90432705	91622588	1189884
NC_048573.1	scat_0001	NC_048573.1	1	1185906	1185906
NC_048573.1	scat_0002	NC_048573.1	1185907	2371812	1185906
NC_048573.1	scat_0003	NC_048573.1	2371813	3557718	1185906
NC_048573.1	scat_0004	NC_048573.1	3557719	4743624	1185906
NC_048573.1	scat_0005	NC_048573.1	4743625	5929530	1185906
NC_048573.1	scat_0006	NC_048573.1	5929531	7115436	1185906
NC_048573.1	scat_0007	NC_048573.1	7115437	8301342	1185906
NC_048573.1	scat_0008	NC_048573.1	8301343	9487248	1185906
NC_048573.1	scat_0009	NC_048573.1	9487249	10673154	1185906
NC_048573.1	scat_0010	NC_048573.1	10673155	11859060	1185906
NC_048573.1	scat_0011	NC_048573.1	11859061	13044966	1185906
NC_048573.1	scat_0012	NC_048573.1	13044967	14230872	1185906
NC_048573.1	scat_0013	NC_048573.1	14230873	15416778	1185906
NC_048573.1	scat_0014	NC_048573.1	15416779	16602684	1185906
NC_048573.1	scat_0015	NC_048573.1	16602685	17788590	1185906
NC_048573.1	scat_0016	NC_048573.1	17788591	18974496	1185906
NC_048573.1	scat_0017	NC_048573.1	18974497	20160402	1185906
NC_048573.1	scat_0018	NC_048573.1	20160403	21346308	1185906
NC_048573.1	scat_0019	NC_048573.1	21346309	22532214	1185906
NC_048573.1	scat_0020	NC_048573.1	22532215	23718120	1185906
NC_048573.1	scat_0021	NC_048573.1	23718121	24904026	1185906
NC_048573.1	scat_0022	NC_048573.1	24904027	26089932	1185906
NC_048573.1	scat_0023	NC_048573.1	26089933	27275838	1185906
NC_048573.1	scat_0024	NC_048573.1	27275839	28461744	1185906
NC_048573.1	scat_0025	NC_048573.1	28461745	29647650	1185906
NC_048573.1	scat_0026	NC_048573.1	29647651	30833556	1185906
NC_048573.1	scat_0027	NC_048573.1	30833557	32019462	1185906
NC_048573.1	scat_0028	NC_048573.1	32019463	33205368	1185906
NC_048573.1	scat_0029	NC_048573.1	33205369	34391274	1185906
NC_048573.1	scat_0030	NC_048573.1	34391275	35577180	1185906
NC_048573.1	scat_0031	NC_048573.1	35577181	36763086	1185906
NC_048573.1	scat_0032	NC_048573.1	36763087	37948992	1185906
NC_048573.1	scat_0033	NC_048573.1	37948993	39134898	1185906
NC_048573.1	scat_0034	NC_048573.1	39134899	40320804	1185906
NC_048573.1	scat_0035	NC_048573.1	40320805	41506710	1185906
NC_048573.1	scat_0036	NC_048573.1	41506711	42692616	1185906
NC_048573.1	scat_0037	NC_048573.1	42692617	43878522	1185906
NC_048573.1	scat_0038	NC_048573.1	43878523	45064428	1185906
NC_048573.1	scat_0039	NC_048573.1	45064429	46250334	1185906
NC_048573.1	scat_0040	NC_048573.1	46250335	47436240	1185906
NC_048573.1	scat_0041	NC_048573.1	47436241	48622146	1185906
NC_048573.1	scat_0042	NC_048573.1	48622147	49808052	1185906
NC_048573.1	scat_0043	NC_048573.1	49808053	50993958	1185906
NC_048573.1	scat_0044	NC_048573.1	50993959	52179864	1185906
NC_048573.1	scat_0045	NC_048573.1	52179865	53365770	1185906
NC_048573.1	scat_0046	NC_048573.1	53365771	54551676	1185906
NC_048573.1	scat_0047	NC_048573.1	54551677	55737582	1185906
NC_048573.1	scat_0048	NC_048573.1	55737583	56923488	1185906
NC_048573.1	scat_0049	NC_048573.1	56923489	58109394	1185906
NC_048573.1	scat_0050	NC_048573.1	58109395	59295300	1185906
NC_048573.1	scat_0051	NC_048573.1	59295301	60481206	1185906
NC_048573.1	scat_0052	NC_048573.1	60481207	61667112	1185906
NC_048573.1	scat_0053	NC_048573.1	61667113	62853018	1185906
NC_048573.1	scat_0054	NC_048573.1	62853019	64038924	1185906
NC_048573.1	scat_0055	NC_048573.1	64038925	65224830	1185906
NC_048573.1	scat_0056	NC_048573.1	65224831	66410736	1185906
NC_048573.1	scat_0057	NC_048573.1	66410737	67596642	1185906
NC_048573.1	scat_0058	NC_048573.1	67596643	68782548	1185906
NC_048573.1	scat_0059	NC_048573.1	68782549	69968454	1185906
NC_048573.1	scat_0060	NC_048573.1	69968455	71154360	1185906
NC_048573.1	scat_0061	NC_048573.1	71154361	72340266	1185906
NC_048573.1	scat_0062	NC_048573.1	72340267	73526172	1185906
NC_048573.1	scat_0063	NC_048573.1	73526173	74712078	1185906
NC_048573.1	scat_0064	NC_048573.1	74712079	75897984	1185906
NC_048573.1	scat_0065	NC_048573.1	75897985	77083890	1185906
NC_048573.1	scat_0066	NC_048573.1	77083891	78269796	1185906
NC_048573.1	scat_0067	NC_048573.1	78269797	79455637	1185841
NC_048574.1	scat_0001	NC_048574.1	1	1186637	1186637
NC_048574.1	scat_0002	NC_048574.1	1186638	2373274	1186637
NC_048574.1	scat_0003	NC_048574.1	2373275	3559911	1186637
NC_048574.1	scat_0004	NC_048574.1	3559912	4746548	1186637
NC_048574.1	scat_0005	NC_048574.1	4746549	5933185	1186637
NC_048574.1	scat_0006	NC_048574.1	5933186	7119822	1186637
NC_048574.1	scat_0007	NC_048574.1	7119823	8306459	1186637
NC_048574.1	scat_0008	NC_048574.1	8306460	9493096	1186637
NC_048574.1	scat_0009	NC_048574.1	9493097	10679733	1186637
NC_048574.1	scat_0010	NC_048574.1	10679734	11866370	1186637
NC_048574.1	scat_0011	NC_048574.1	11866371	13053007	1186637
NC_048574.1	scat_0012	NC_048574.1	13053008	14239644	1186637
NC_048574.1	scat_0013	NC_048574.1	14239645	15426281	1186637
NC_048574.1	scat_0014	NC_048574.1	15426282	16612918	1186637
NC_048574.1	scat_0015	NC_048574.1	16612919	17799555	1186637
NC_048574.1	scat_0016	NC_048574.1	17799556	18986192	1186637
NC_048574.1	scat_0017	NC_048574.1	18986193	20172829	1186637
NC_048574.1	scat_0018	NC_048574.1	20172830	21359466	1186637
NC_048574.1	scat_0019	NC_048574.1	21359467	22546103	1186637
NC_048574.1	scat_0020	NC_048574.1	22546104	23732740	1186637
NC_048574.1	scat_0021	NC_048574.1	23732741	24919377	1186637
NC_048574.1	scat_0022	NC_048574.1	24919378	26106014	1186637
NC_048574.1	scat_0023	NC_048574.1	26106015	27292651	1186637
NC_048574.1	scat_0024	NC_048574.1	27292652	28479288	1186637
NC_048574.1	scat_0025	NC_048574.1	28479289	29665925	1186637
NC_048574.1	scat_0026	NC_048574.1	29665926	30852562	1186637
NC_048574.1	scat_0027	NC_048574.1	30852563	32039199	1186637
NC_048574.1	scat_0028	NC_048574.1	32039200	33225836	1186637
NC_048574.1	scat_0029	NC_048574.1	33225837	34412473	1186637
NC_048574.1	scat_0030	NC_048574.1	34412474	35599110	1186637
NC_048574.1	scat_0031	NC_048574.1	35599111	36785747	1186637
NC_048574.1	scat_0032	NC_048574.1	36785748	37972384	1186637
NC_048574.1	scat_0033	NC_048574.1	37972385	39159021	1186637
NC_048574.1	scat_0034	NC_048574.1	39159022	40345658	1186637
NC_048574.1	scat_0035	NC_048574.1	40345659	41532295	1186637
NC_048574.1	scat_0036	NC_048574.1	41532296	42718932	1186637
NC_048574.1	scat_0037	NC_048574.1	42718933	43905569	1186637
NC_048574.1	scat_0038	NC_048574.1	43905570	45092206	1186637
NC_048574.1	scat_0039	NC_048574.1	45092207	46278843	1186637
NC_048574.1	scat_0040	NC_048574.1	46278844	47465480	1186637
NC_048574.1	scat_0041	NC_048574.1	47465481	48652117	1186637
NC_048574.1	scat_0042	NC_048574.1	48652118	49838754	1186637
NC_048574.1	scat_0043	NC_048574.1	49838755	51025391	1186637
NC_048574.1	scat_0044	NC_048574.1	51025392	52212028	1186637
NC_048574.1	scat_0045	NC_048574.1	52212029	53398665	1186637
NC_048574.1	scat_0046	NC_048574.1	53398666	54585302	1186637
NC_048574.1	scat_0047	NC_048574.1	54585303	55771939	1186637
NC_048574.1	scat_0048	NC_048574.1	55771940	56958576	1186637
NC_048574.1	scat_0049	NC_048574.1	56958577	58145213	1186637
NC_048574.1	scat_0050	NC_048574.1	58145214	59331850	1186637
NC_048574.1	scat_0051	NC_048574.1	59331851	60518487	1186637
NC_048574.1	scat_0052	NC_048574.1	60518488	61705124	1186637
NC_048574.1	scat_0053	NC_048574.1	61705125	62891761	1186637
NC_048574.1	scat_0054	NC_048574.1	62891762	64078398	1186637
NC_048574.1	scat_0055	NC_048574.1	64078399	65265035	1186637
NC_048574.1	scat_0056	NC_048574.1	65265036	66451672	1186637
NC_048574.1	scat_0057	NC_048574.1	66451673	67638309	1186637
NC_048574.1	scat_0058	NC_048574.1	67638310	68824946	1186637
NC_048574.1	scat_0059	NC_048574.1	68824947	70011583	1186637
NC_048574.1	scat_0060	NC_048574.1	70011584	71198220	1186637
NC_048574.1	scat_0061	NC_048574.1	71198221	72384857	1186637
NC_048574.1	scat_0062	NC_048574.1	72384858	73571494	1186637
NC_048574.1	scat_0063	NC_048574.1	73571495	74758131	1186637
NC_048574.1	scat_0064	NC_048574.1	74758132	75944768	1186637
NC_048574.1	scat_0065	NC_048574.1	75944769	77131405	1186637
NC_048574.1	scat_0066	NC_048574.1	77131406	78318042	1186637
NC_048574.1	scat_0067	NC_048574.1	78318043	79504679	1186637
NC_048574.1	scat_0068	NC_048574.1	79504680	80691316	1186637
NC_048574.1	scat_0069	NC_048574.1	80691317	81877953	1186637
NC_048574.1	scat_0070	NC_048574.1	81877954	83064590	1186637
NC_048574.1	scat_0071	NC_048574.1	83064591	84251227	1186637
NC_048574.1	scat_0072	NC_048574.1	84251228	85437864	1186637
NC_048574.1	scat_0073	NC_048574.1	85437865	86624501	1186637
NC_048574.1	scat_0074	NC_048574.1	86624502	87811138	1186637
NC_048575.1	scat_0001	NC_048575.1	1	1198346	1198346
NC_048575.1	scat_0002	NC_048575.1	1198347	2396692	1198346
NC_048575.1	scat_0003	NC_048575.1	2396693	3595038	1198346
NC_048575.1	scat_0004	NC_048575.1	3595039	4793384	1198346
NC_048575.1	scat_0005	NC_048575.1	4793385	5991730	1198346
NC_048575.1	scat_0006	NC_048575.1	5991731	7190076	1198346
NC_048575.1	scat_0007	NC_048575.1	7190077	8388422	1198346
NC_048575.1	scat_0008	NC_048575.1	8388423	9586768	1198346
NC_048575.1	scat_0009	NC_048575.1	9586769	10785114	1198346
NC_048575.1	scat_0010	NC_048575.1	10785115	11983460	1198346
NC_048575.1	scat_0011	NC_048575.1	11983461	13181806	1198346
NC_048575.1	scat_0012	NC_048575.1	13181807	14380152	1198346
NC_048575.1	scat_0013	NC_048575.1	14380153	15578498	1198346
NC_048575.1	scat_0014	NC_048575.1	15578499	16776844	1198346
NC_048575.1	scat_0015	NC_048575.1	16776845	17975190	1198346
NC_048575.1	scat_0016	NC_048575.1	17975191	19173536	1198346
NC_048575.1	scat_0017	NC_048575.1	19173537	20371882	1198346
NC_048575.1	scat_0018	NC_048575.1	20371883	21570228	1198346
NC_048575.1	scat_0019	NC_048575.1	21570229	22768574	1198346
NC_048575.1	scat_0020	NC_048575.1	22768575	23966920	1198346
NC_048575.1	scat_0021	NC_048575.1	23966921	25165266	1198346
NC_048575.1	scat_0022	NC_048575.1	25165267	26363612	1198346
NC_048575.1	scat_0023	NC_048575.1	26363613	27561958	1198346
NC_048575.1	scat_0024	NC_048575.1	27561959	28760304	1198346
NC_048575.1	scat_0025	NC_048575.1	28760305	29958650	1198346
NC_048575.1	scat_0026	NC_048575.1	29958651	31156996	1198346
NC_048575.1	scat_0027	NC_048575.1	31156997	32355342	1198346
NC_048575.1	scat_0028	NC_048575.1	32355343	33553688	1198346
NC_048575.1	scat_0029	NC_048575.1	33553689	34752034	1198346
NC_048575.1	scat_0030	NC_048575.1	34752035	35950380	1198346
NC_048575.1	scat_0031	NC_048575.1	35950381	37148726	1198346
NC_048575.1	scat_0032	NC_048575.1	37148727	38347072	1198346
NC_048575.1	scat_0033	NC_048575.1	38347073	39545418	1198346
NC_048575.1	scat_0034	NC_048575.1	39545419	40743764	1198346
NC_048575.1	scat_0035	NC_048575.1	40743765	41942110	1198346
NC_048575.1	scat_0036	NC_048575.1	41942111	43140456	1198346
NC_048575.1	scat_0037	NC_048575.1	43140457	44338802	1198346
NC_048575.1	scat_0038	NC_048575.1	44338803	45537148	1198346
NC_048575.1	scat_0039	NC_048575.1	45537149	46735494	1198346
NC_048575.1	scat_0040	NC_048575.1	46735495	47933840	1198346
NC_048575.1	scat_0041	NC_048575.1	47933841	49132186	1198346
NC_048575.1	scat_0042	NC_048575.1	49132187	50330532	1198346
NC_048575.1	scat_0043	NC_048575.1	50330533	51528878	1198346
NC_048575.1	scat_0044	NC_048575.1	51528879	52727224	1198346
NC_048575.1	scat_0045	NC_048575.1	52727225	53925570	1198346
NC_048575.1	scat_0046	NC_048575.1	53925571	55123916	1198346
NC_048575.1	scat_0047	NC_048575.1	55123917	56322262	1198346
NC_048575.1	scat_0048	NC_048575.1	56322263	57520608	1198346
NC_048575.1	scat_0049	NC_048575.1	57520609	58718954	1198346
NC_048575.1	scat_0050	NC_048575.1	58718955	59917300	1198346
NC_048575.1	scat_0051	NC_048575.1	59917301	61115646	1198346
NC_048575.1	scat_0052	NC_048575.1	61115647	62313992	1198346
NC_048575.1	scat_0053	NC_048575.1	62313993	63512338	1198346
NC_048575.1	scat_0054	NC_048575.1	63512339	64710684	1198346
NC_048575.1	scat_0055	NC_048575.1	64710685	65909030	1198346
NC_048575.1	scat_0056	NC_048575.1	65909031	67107376	1198346
NC_048575.1	scat_0057	NC_048575.1	67107377	68305722	1198346
NC_048575.1	scat_0058	NC_048575.1	68305723	69504068	1198346
NC_048575.1	scat_0059	NC_048575.1	69504069	70702414	1198346
NC_048575.1	scat_0060	NC_048575.1	70702415	71900760	1198346
NC_048575.1	scat_0061	NC_048575.1	71900761	73099106	1198346
NC_048575.1	scat_0062	NC_048575.1	73099107	74297452	1198346
NC_048575.1	scat_0063	NC_048575.1	74297453	75495798	1198346
NC_048575.1	scat_0064	NC_048575.1	75495799	76694144	1198346
NC_048575.1	scat_0065	NC_048575.1	76694145	77892490	1198346
NC_048575.1	scat_0066	NC_048575.1	77892491	79090836	1198346
NC_048575.1	scat_0067	NC_048575.1	79090837	80289182	1198346
NC_048575.1	scat_0068	NC_048575.1	80289183	81487528	1198346
NC_048575.1	scat_0069	NC_048575.1	81487529	82685874	1198346
NC_048575.1	scat_0070	NC_048575.1	82685875	83884220	1198346
NC_048575.1	scat_0071	NC_048575.1	83884221	85082566	1198346
NC_048575.1	scat_0072	NC_048575.1	85082567	86280908	1198342
NC_048576.1	scat_0001	NC_048576.1	1	1195969	1195969
NC_048576.1	scat_0002	NC_048576.1	1195970	2391938	1195969
NC_048576.1	scat_0003	NC_048576.1	2391939	3587907	1195969
NC_048576.1	scat_0004	NC_048576.1	3587908	4783876	1195969
NC_048576.1	scat_0005	NC_048576.1	4783877	5979845	1195969
NC_048576.1	scat_0006	NC_048576.1	5979846	7175814	1195969
NC_048576.1	scat_0007	NC_048576.1	7175815	8371783	1195969
